image_id,image_path,category,category_bn,question,question_bn,llm_answer,llm_answer_bn
391,2aced7c46f4068327e0dfff7de70b3d01f54f0c7_2-Figure1-1.png,position,অবস্থান,What is the location of the consolidation?,কনসোলিডেশন (consolidation)-এর অবস্থান কোথায়?,right middle lobe,ডান মধ্য লোব
169,6973b215fffa46e88543c722325c05338828b431_6-Figure3-1.png,position,অবস্থান,What is the location of the contusion with two small bleeding areas?,দুটি ছোট রক্তক্ষরণ এলাকা সহ কন্ট্যুশনের অবস্থান কোথায়?,pancreas,অগ্ন্যাশয়
178,75a4864a72e3e159505969bda30100203de8c7eb_2-Figure1-1.png,organ,অঙ্গ,Which organ is primarily depicted in this image?,এই ছবিতে প্রধানত কোন অঙ্গ চিত্রিত করা হয়েছে?,spine,মেরুদণ্ড
179,31fec5adcf27ab83a433801b3105d44bdc5ccff9_5-Figure2-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
853,e11c3db1a39b434670a36de0f001e9afd2f31901_2-Figure2-1.png,position,অবস্থান,What is the position of the lung hernia?,ফুসফুসের হার্নিয়ার অবস্থান কোথায়?,chest,বুক
1413,a0799090badecdeb924a5c6c7c3ecf2f012b298b_3-Figure3-1.png,position,অবস্থান,What is the position of the chronic ischemic changes?,ক্রনিক ইস্কেমিক পরিবর্তনের অবস্থান কি?,unspecified,অনির্দিষ্ট
1291,1bb98cc2db8d28e7eb1eb7bd5008897ff593dd0e_6-Figure4-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality present in the image?,ছবিতে কোনো অস্বাভাবিকতা আছে কি?,Yes,হ্যাঁ
1184,4de201a5740bc2faf9486a33520ac300fd492210_2-Figure1-1.png,position,অবস্থান,Where is the ventricular dilatation located?,ভেন্ট্রিকুলার dilatation কোথায় অবস্থিত?,unspecified,অনির্দিষ্ট
1018,d2b810e2036fd36814aaae45a4998f2bd0255437_2-Figure2-1.png,position,অবস্থান,What is the position of the hypoattenuating brain tissue?,হাইপোঅ্যাটেনুয়েটিং মস্তিষ্কের টিস্যুর (hypoattenuating brain tissue) অবস্থান কি?,right hemisphere,ডান গোলার্ধ
361,5bb920028da33da4ab965297827df6c2336a1852_5-Figure1-1.png,position,অবস্থান,Where is the mild hydroureteronephrosis located?,কোথায় মৃদু হাইড্রোইউরেটেরোনেফ্রোসিস অবস্থিত?,right,ডানদিকে।
560,fb1fbfe04f1010385d0e42284aadfc01486f6bda_5-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this image?,এই ছবিতে কোন ইমেজিং পদ্ধতি ব্যবহার করা হয়েছে?,MRI,এমআরআই
1449,492136da6a5e5d46f5a6bbe16c768d382a37c3be_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this figure?,এই চিত্রে কোন ইমেজিং মোডালিটি ব্যবহার করা হয়েছে?,CT,সিটি
374,e83278410013162b233b502b74e2a42c2b132877_2-Figure2-1.png,modality,চিকিৎসা পদ্ধতি,What is the imaging modality?,ইমেজিং modality কি?,CT,সিটি
624,2fc1988896a9b84f037982d2101c706ce8028ec3_2-Figure1-1.png,position,অবস্থান,Where is the hypermetabolic uptake located?,হাইপারমেটাবলিক গ্রহণটি কোথায় অবস্থিত?,lesion,ক্ষত
1474,aac5b241aa0cfd46668e89940b88e3ef065f5267_3-Figure1-1.png,position,অবস্থান,Where is the expansive formation located?,এক্সপ্যানসিভ ফরমেশনটি কোথায় অবস্থিত?,"segment VIII, segment IVA","সেগমেন্ট, সেগমেন্ট"
1179,6cc874ba3d74b1c62c71725893012860f56c2a2e_5-Figure3-1.png,position,অবস্থান,What is the position of MELAS?,মেলাস এর অবস্থান কি?,unspecified,অনির্দিষ্ট
197,37cd0d651132fbf7700d3f320bb08cd2eb5254f5_2-Figure1-1.png,position,অবস্থান,Where is the 18-mm lobulated nodule located?,১৮-মিমি লোবুলেটেড নডিউলটি কোথায় অবস্থিত?,unspecified,অনির্দিষ্ট
1102,700e850aa407bb936dfefee82910d6a340f25bd1_2-Figure2-1.png,position,অবস্থান,"Where is the round, sharply demarcated mass located?","গোলাকার, স্পষ্টভাবে চিহ্নিত ভরটি কোথায় অবস্থিত?",right hilum,ডান হাইলাম
1010,c6d2870cfdd50cf80da5605534688fef5de8ed92_1-Figure2-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality?,কোনো অস্বাভাবিকতা আছে কি?,Yes,হ্যাঁ
676,ddd21d84f8ff04bfb2dc4514552609e4ebb2f491_4-Figure3-1.png,position,অবস্থান,What is the position of the loss of gray-white differentiation?,gray-white পার্থক্যের হ্রাসের অবস্থান কোথায়?,unspecified,অনির্দিষ্ট
1344,53834063c3c8b6b9d23bd6dae4d08e67a62ab2ed_3-Figure1-1.png,position,অবস্থান,Where is the heterogeneously hyperdense and solid mass located?,হেটারোজেনিয়াসলি হাইপারডেন্স এবং সলিড মাস কোথায় অবস্থিত?,left adrenal gland,বাম অ্যাড্রিনাল গ্রন্থি
1139,bd3aa8036f0623284a477f557127f162b94ee649_2-Figure2-1.png,position,অবস্থান,Where are the segmentation defects located?,খণ্ডন ত্রুটি কোথায় অবস্থিত?,spine,মেরুদণ্ড
168,5b2ad11c2e03244cb8b04b2b9cc1e00b5d9fd7f3_2-Figure1-1.png,position,অবস্থান,Where are the 'multiple erosions on laminae and spinous process' located?,'ল্যামিনি এবং স্পাইনাস প্রক্রিয়ার উপর একাধিক ক্ষয়' কোথায় অবস্থিত?,"laminae, spinous process","ল্যামিনি, স্পাইনাস প্রক্রিয়া"
140,afecb6fb0c729571b39bb823a235e87679f45213_2-Figure2-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality present in the image?,ছবিতে কোনো অস্বাভাবিকতা আছে কি?,Yes,হ্যাঁ
739,a6ca1a057de34e779963d4c95cb62e129272c50c_3-Figure3-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটি কি ধরনের ইমেজিং modality?,CT,সিটি।
362,e700289a6097cb1ad3817f683ebec99c5378631a_7-Figure4-1.png,position,অবস্থান,What is the location of abnormal signals?,অস্বাভাবিক সংকেতগুলোর অবস্থান কোথায়?,cerebral parenchyma,সেরেব্রাল প্যারেনকাইমাতে।
230,aeb4c619d65f853ab1a802d7f10ecde8f4d55976_2-Figure2-1.png,position,অবস্থান,Where is the increased size of cavity with thick frond-like projections located?,কোথায় মোটা ফ্রন্ড-এর মতো অভিক্ষেপ সহ গহ্বরের বর্ধিত আকার অবস্থিত?,right upper lobe,ডান উপরের লোব
1089,c29d561b1e64794508c2dda6fd910aaf2f8d5ebb_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is used in this image?,এই ছবিতে কোন ধরনের ইমেজিং modality ব্যবহার করা হয়েছে?,MRI,এমআরআই।
426,fb49c43617772026cacac9d6c0ee1498df9d07e3_6-Figure13-1.png,modality,চিকিৎসা পদ্ধতি,What type of image is this?,এটি কোন ধরনের ছবি?,X-ray,এক্স-রে।
239,6cca784f9aa7b78ff0b3e13cbe668c968939f24c_3-Figure1-1.png,position,অবস্থান,What is the position of the enhancement by contrast medium?,কন্ট্রাস্ট মিডিয়াম দ্বারা বৃদ্ধির অবস্থান কোথায়?,unspecified,অনির্দিষ্ট
1266,223de9bb06e233b9083b8cbabb556c63e6dc6fd3_4-Figure4-1.png,position,অবস্থান,What is the location of the subdural hematoma?,সাবডুরাল হেমাটোমার অবস্থান কোথায়?,left side,বাম দিকে
1409,696d935199983ed9930eac7c182e08b88071f700_2-Figure3-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
280,c9781db93237dc269a83a8a273bb08d834924d80_5-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটা কোন ধরনের ইমেজিং পদ্ধতি?,CT,সিটি
55,3d1789a36c603fcdcda9f62775590edbe4542c02_3-Figure1-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
20,580493a81fba3eb864616e09a10a9b58b1578516_1-Figure1-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
558,d52067d98b5b3572dc77981ff8a334954f3dfe94_3-Figure2-2.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটি কোন ধরনের ইমেজিং পদ্ধতি?,CT,সিটি
369,1bfd686e468842151e71be2557744e67e3c8ee72_2-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1323,4ab8e3e2b2749c0ff9d7bc238d997434399222d3_4-Figure2-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality present in the image?,ছবিতে কি কোনো অস্বাভাবিকতা দেখা যাচ্ছে?,Yes,হ্যাঁ
127,f78e227243e323b390b3f2329f7fb1d49b2a6d3a_5-Figure11-1.png,position,অবস্থান,Where is the hypoechoic mass with circumscribed margin and oval shape located?,সুস্পষ্ট প্রান্ত এবং ডিম্বাকৃতির হাইপোইকোয়িক ভরটি কোথায় অবস্থিত?,right upper outer breast,ডান স্তনের উপরের বাইরের দিকে
1499,c4a94b5d2282ffe679ea42d847f61f926c4b8756_1-Figure1-1.png,position,অবস্থান,What is the location of the medulloblastoma?,মেডুলোব্লাস্টোমার অবস্থান কোথায়?,left cerebellum,বাম সেরিবেলাম
1182,61770021d6e660f86ecf35f442bb15c460c83142_2-Figure2-1.png,modality,চিকিৎসা পদ্ধতি,What is the imaging modality?,ইমেজিং মোডালিটি কী?,CT,সিটি
601,87f927359f95ff9b4b1605500e87065168e302fb_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটা কোন ধরনের ইমেজিং পদ্ধতি?,CT,সিটি (কম্পিউটেড টমোগ্রাফি)
925,1ec96f50880ffb1514f8d49ef9a0e4d31c1cbca2_1-Figure2-1.png,position,অবস্থান,Where is the hilar lymph node enlargement located?,হিলার লিম্ফ নোড বৃদ্ধিটি কোথায় অবস্থিত?,hilar,হিলার অঞ্চলে।
167,a5dbf0902cd5e38235c00a873d5e4b3e5232aedb_2-Figure2-1.png,position,অবস্থান,What is the position of the progression of dense solid marginal tissue abnormality and enhancement consistent with granulomatous tissue abnormality?,গ্রানুলোম্যাটাস টিস্যু অস্বাভাবিকতার সাথে সঙ্গতিপূর্ণ ঘন কঠিন প্রান্তীয় টিস্যু অস্বাভাবিকতার অগ্রগতিটির অবস্থান কী?,right occipital,ডান অক্সিপিটাল।
437,74d419d638d5aff93764b7a76793485e6b90de7f_2-Figure2-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটা কোন ধরনের ইমেজিং মোডালিটি?,X-ray,এক্স-রে।
178,75a4864a72e3e159505969bda30100203de8c7eb_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is shown in the image?,ছবিতে কোন ইমেজিং পদ্ধতি দেখানো হয়েছে?,X-ray,এক্স-রে
542,c2449ea830bca339f877521bcd209f561f3f8fa3_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this image?,এই ছবিতে কোন ইমেজিং পদ্ধতি ব্যবহার করা হয়েছে?,CT,সিটি
341,9b82da5b7174090293520186e298aa552cf77ef2_1-Figure1-1.png,position,অবস্থান,Where is the gas-forming liver abscess located?,গ্যাস-ফর্মিং লিভার অ্যাবসেস কোথায় অবস্থিত?,left lobe of liver,লিভারের বাম লোব
9,0a9723a1a0787168ebaf805805fe4b020fba7d67_3-Figure3-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
1299,97a3085364c020a71c619de1751db3ac0bfd382e_1-Figure1-1.png,abnormality,অস্বাভাবিকতা,Are there any abnormalities present in the image?,ছবিতে কোনো অস্বাভাবিকতা আছে কি?,no,না
618,9fa494dafe8abfb1214caf376891e2b6713002ed_23-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
409,5358c1bf0041fe00ff40124ceefdb47dfb20e368_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this image?,এই চিত্রে কোন ইমেজিং মোডালিটি ব্যবহার করা হয়েছে?,CT,সিটি
137,87dd418dbc3df4d15cbc0ff766cd6c4b9dfbc881_5-Figure2-1.png,position,অবস্থান,What is the position of the diffuse cerebral swelling?,ডিফিউজ সেরিব্রাল ফোলা এর অবস্থান কি?,unspecified,অনির্দিষ্ট
240,69c175d0105554ad8ab4edb03e11d9a704e61f89_18-Figure7-1.png,position,অবস্থান,Where are the residual banding artifacts located?,অবশিষ্ট ব্যন্ডিং আর্টিফ্যাক্টস কোথায় অবস্থিত?,all brain regions,পুরো মস্তিষ্কের অঞ্চলে
997,189be5c5adcf6e1ce900653843df87d58586165c_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিস্ক
1253,bc3b7e0e18b1530e67a89dabed8c7b515e7c8b39_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক
632,9c79c668632fe11ff8bada68be51e41f77b58899_3-Figure2-1.png,position,অবস্থান,Where is the peribronchovascular thickening with atelectasis located?,অ্যাটেলেকট্যাসিস সহ পেরিব্রোঙ্কোভাস্কুলার ঘন হওয়া কোথায় অবস্থিত?,chest,বুক
1300,510382f73a3e5531011fa004296092b3960bdd45_4-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this image?,এই ছবিতে কোন ইমেজিং পদ্ধতি ব্যবহার করা হয়েছে?,MRI,এমআরআই
963,a69c9c331c5e5d7d034e97def871d34e96201559_3-Figure2-1.png,position,অবস্থান,What is the location of the severely damaged right upper lobe?,মারাত্মকভাবে ক্ষতিগ্রস্থ ডান উপরের লোবের অবস্থান কি?,right upper lobe,ডান উপরের লোব
1068,5fff25dddb68fbf3a47e4640a8e2dc84c43df185_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটা কি ধরনের ইমেজিং পদ্ধতি?,X-ray,এক্স-রে
639,7fa353ae5bdd593b724fc7514ec783abd4db1ed1_2-Figure1-1.png,position,অবস্থান,What is the anatomical location of the progression of lung metastasis?,ফুসফুস মেটাস্টেসিসের অগ্রগতি শারীরিকভাবে কোথায় অবস্থিত?,lung,ফুসফুস
77,81e2c87eda4bb5bd08c11d9af73a63e6c4262aed_4-Figure2-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality present in the image?,ছবিতে কোনো অস্বাভাবিকতা কি বিদ্যমান?,Yes,হ্যাঁ
342,0ff758c660975a5130c0654b8cd4405662bcdd3e_4-Figure2-1.png,position,অবস্থান,What is the location of the fractures?,ফ্র্যাকচারগুলোর অবস্থান কোথায়?,occipital bone,অসিপিটাল বোন (করোটির পিছনের হাড়)
1198,2595ef4312574a4e8c0cb5283bf693583cd21c98_2-Figure1-1.png,position,অবস্থান,Where are the empty spaces and vacuoles corresponding to dissolved lipid located?,দ্রবীভূত লিপিডের সাথে সঙ্গতিপূর্ণ খালি জায়গা এবং ভ্যাকুওল কোথায় অবস্থিত?,right lung nodular area,ডান ফুসফুসের নোডুলার এরিয়া
467,784f408727c0139b85c04cdfe526c936c8163bb0_2-Figure1-1.png,position,অবস্থান,Where is the severe unilateral cystic bronchiectasis located?,গুরুতর একতরফা সিস্টিক ব্রঙ্কিয়েক্টেসিস কোথায় অবস্থিত?,right lung,ডান ফুসফুসে
12,d66ae33088dd52ee7bb98305d963c7ba7a83bafe_3-Figure1-1.png,position,অবস্থান,What is the location of the huge diffuse cerebral atrophy?,বিশাল বিস্তৃত সেরিব্রাল অ্যাট্রোফি কোথায় অবস্থিত?,brain,মস্তিষ্ক
1358,250022a7b686a28c365b03a6415fb9aaf869add0_2-Figure1-1.png,position,অবস্থান,What is the position of the left hemothorax?,বাম হিমোথোরাক্সের অবস্থান কী?,left chest,বাম বুক।
74,44c7c05ba137478ba495e42de2e2dfa105f752c3_4-Figure2-1.png,position,অবস্থান,Where is the progressive sclerosis located?,প্রোগ্রেসিভ স্ক্লেরোসিস কোথায় অবস্থিত?,ribs,পাঁজরগুলোতে।
819,95071baf9a52e1ea9badafec62bdae0d07681962_3-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,spine,মেরুদণ্ড
787,c651460c6f66412ed8277b0076462e32e6cf6b24_5-Figure2-1.png,position,অবস্থান,What is the location of ePTFE graft thrombus?,ইপিটিএফই গ্রাফট থ্রম্বাসের অবস্থান কোথায়?,IVC,আইভি
1100,74924461a5bbf0142ce155e117ac119a56ed4162_2-Figure2-1.png,abnormality,অস্বাভাবিকতা,Are there any abnormalities present in the image?,ছবিতে কোনো অস্বাভাবিকতা আছে কি?,no,না
1115,9fc71c77c5a8317f138490e17f83bcc78e532cc6_2-Figure2-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this image?,এই ছবিতে কোন ইমেজিং পদ্ধতি ব্যবহার করা হয়েছে?,MRI,এমআরআই
1188,a365b1021312873037bce9c039bc7f15ad9a6de1_2-Figure4-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটি কোন ধরনের ইমেজিং পদ্ধতি?,CT,সিটি
757,9fc71c77c5a8317f138490e17f83bcc78e532cc6_3-Figure3-1.png,position,অবস্থান,Where is the intramedullary lesion located?,ইন্ট্রামেডুলারি ক্ষতটি কোথায় অবস্থিত?,dorsal to the dens,ডেন্সের পৃষ্ঠীয় দিকে
1342,a9af906911829bb5d649c3f392a0cd536e30e0b8_5-Figure8-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality present in the image?,ছবিতে কি কোনো অস্বাভাবিকতা আছে?,Yes,হ্যাঁ
897,4752dd93d3f906fdcd26922620ac1602c4cb2884_2-Figure3-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality present in the image?,ছবিতে কি কোনো অস্বাভাবিকতা আছে?,Yes,হ্যাঁ
101,5a715d68a1de3a6af91881c72c5177ad047cf812_3-Figure2-1.png,organ,অঙ্গ,What organ is shown in this image?,এই ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিষ্ক।
1498,488ae2bc1f69526ca4b4d2e8ff9bcf83495f5416_1-Figure1-1.png,position,অবস্থান,Where is the para-aortic heterogeneous collection located?,প্যারা-অ্যাওর্টিক হেটেরোজেনাস কালেকশন কোথায় অবস্থিত?,lumbar spine,কোমরদেশীয় মেরুদণ্ড
251,7666114ecaaa29d299a094b0a9c350dc177aadb3_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this image?,এই ছবিতে কোন ইমেজিং পদ্ধতি ব্যবহার করা হয়েছে?,CT,সিটি।
14,920622f4402891874af771625c66363dbd4a26ba_11-Figure9-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে মূলত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
53,04f71b4e0d5ede5433f4a2363467da25b1f4c4a0_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this image?,এই ছবিতে কোন ইমেজিং মোডালিটি ব্যবহার করা হয়েছে?,MRI,এমআরআই।
179,31fec5adcf27ab83a433801b3105d44bdc5ccff9_5-Figure2-1.png,modality,চিকিৎসা পদ্ধতি,What is the imaging modality?,ইমেজিং পদ্ধতিটি কী?,MRI,এমআরআই
1085,35e1edfeac4cd5f411290cb163e5443a2523768d_3-Figure1-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality present in the image?,ছবিতে কোনো অস্বাভাবিকতা আছে কি?,Yes,হ্যাঁ
490,b0b719039f6ed9665808f57ed96fd4464427383e_3-Figure2-1.png,position,অবস্থান,Where is the cavitary lesion located?,ক্যাভিটারি ক্ষতটি কোথায় অবস্থিত?,left upper lobe,বাম উপরের লোব
520,32b1406c88b8ea2f070a9b3ed09d8dd19dbc399e_2-Figure1-1.png,organ,অঙ্গ,What organ is shown in the image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট।
362,e700289a6097cb1ad3817f683ebec99c5378631a_7-Figure4-1.png,position,অবস্থান,What is the location of hydrocephaly?,হাইড্রোসেফালাসের অবস্থান কোথায়?,brain,মস্তিষ্কে।
287,7738fb9618d6bc96064408644f6f080b63eb6571_3-Figure1-1.png,position,অবস্থান,Where is the linear lucency located?,সরল রৈখিক স্বচ্ছতা কোথায় অবস্থিত?,superior chest,ঊর্ধ্ব বুকের অঞ্চলে।
507,9036c0b2e3d649e370ea8d59c1dd3aac9732d02b_6-Figure4-1.png,position,অবস্থান,Where is the compression of the right lateral ventricle located?,ডান পার্শ্বীয় ভেন্ট্রিকলের কম্প্রেশন কোথায় অবস্থিত?,right lateral ventricle,ডান পার্শ্বীয় ভেন্ট্রিকল
1124,ff8946205ecabbd4d03428e775d5f733cc0df7f5_5-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রাথমিকভাবে কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1494,079743e28b8ca3585505f7ee52b945cb65e22bf3_2-Figure4-1.png,position,অবস্থান,What is the anatomical location of the complete resolution of left perinephric abscess?,বাম পেরিনেফ্রিক অ্যাবসেসের সম্পূর্ণ নিরাময়ের স্থান কোথায়?,left perinephric region,বাম পেরিনেফ্রিক অঞ্চল
127,f78e227243e323b390b3f2329f7fb1d49b2a6d3a_5-Figure11-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this case?,এই ক্ষেত্রে কোন ইমেজিং পদ্ধতি ব্যবহার করা হয়েছে?,"CT, US","সিটি, ইউএস"
518,795fe50d977ed4baf94ace9a3d8bda446208bc98_3-Figure2-1.png,organ,অঙ্গ,Which organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক।
1253,bc3b7e0e18b1530e67a89dabed8c7b515e7c8b39_2-Figure1-1.png,position,অবস্থান,Where is the slight hypodense area located?,সামান্য হাইপোডেন্স এলাকাটি কোথায় অবস্থিত?,right internal capsula,ডান অভ্যন্তরীণ ক্যাপসুলা
625,b1af31d5fa4eaa1e6f1378c072b87c410c7e06a8_3-Figure3-1.png,position,অবস্থান,What is the position of the pulmonary edema?,পালমোনারি ইডিমার অবস্থান কোথায়?,bilateral,দ্বিপার্শ্বিক
1156,d54e249ddf99fcf1db009cb31d44af802141edeb_2-Figure1-1.png,abnormality,অস্বাভাবিকতা,Is there any abnormality present in the image?,ছবিতে কোনো অস্বাভাবিকতা আছে কি?,Yes,হ্যাঁ
136,4a6ee81213fb0ebed976c4796c1ea07876c18d5c_4-Figure1-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
932,6a07a7db761c8bcada86abf8b969a1189dfe315e_2-Figure1-1.png,position,অবস্থান,Where are the pulmonary tumors located?,পালমোনারি টিউমারগুলো কোথায় অবস্থিত?,left upper lobe,বাম উপরের লোব
1098,48522f90a6782040a8c9d48b24e2c01c792315d1_3-Figure3-1.png,position,অবস্থান,Where is the biliary sludge located?,পিত্তথলির স্লাজ কোথায় অবস্থিত?,dilated bile duct,প্রসারিত পিত্তনালীতে।
735,132aeb97248f88bfacf3372d2e073efd5f58706f_2-Figure2-1.png,abnormality,অস্বাভাবিকতা,Is there an abnormality present in the image?,ছবিতে কি কোনো অস্বাভাবিকতা আছে?,Yes,হ্যাঁ
1016,5636fa5ab7b26edffd664ea9991f588dbda20fcd_4-Figure6-1.png,abnormality,অস্বাভাবিকতা,Is there an abnormality present in the image?,ছবিতে কি কোনো অস্বাভাবিকতা আছে?,Yes,হ্যাঁ।
344,98d9e0d14fc64de79e0e1f4a6e15135da9ff29a8_3-Figure7-1.png,organ,অঙ্গ,What organ is primarily shown in the image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,abdomen,পেট
163,2e42fd32b914fe3773185ef3f3f213f0301733a8_2-Figure1-1.png,position,অবস্থান,Where is the small T2 hyperintensity observed?,কোথায় ছোট T2 হাইপারইনটেনসিটি দেখা যায়?,C3,।
1162,6e656525f5062d843a6c63466e51e17fcc6355ff_2-Figure1-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is depicted in the image?,ছবিতে কোন ইমেজিং পদ্ধতি দেখানো হয়েছে?,CT,সিটি
1051,8cad35fa64120ff9e6bb178a353b2fad5674795d_7-Figure4-1.png,position,অবস্থান,What is the location of the increased activity?,বৃদ্ধিপ্রাপ্ত কার্যকলাপের স্থান কোথায়?,left anterior hippocampus,বাম সম্মুখ হিপ্পোক্যাম্পাস
1104,434aa809c59b3ea9c9e77b3a0bcc5a0cb0a16474_3-Figure4-1.png,position,অবস্থান,Where is the bifid sternum with incomplete superior cleft located?,অসম্পূর্ণ সুপিরিয়র ক্লিফট সহ বাইফিড স্টার্নাম কোথায় অবস্থিত?,"manubrium, sternal body","ম্যানুব্রিয়াম, স্টার্নাল বডি"
854,16d83d3d5f80578b2abd940174dd74a6e233831a_5-Figure5-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটা কি ধরনের ইমেজিং পদ্ধতি?,MRI,এমআরআই
975,2bb8cbc0d100938ae1a02dbe88f575ea928e0d68_2-Figure1-1.png,position,অবস্থান,What is the location of the hemosiderin deposition?,হেমোসিডেরিন জমার অবস্থান কোথায়?,around hemorrhage,হেমোরেজের চারপাশে।
953,fcfa8081aca029da745d276a427ada3e95f80c0b_2-Figure2-1.png,organ,অঙ্গ,What organ is primarily shown in this image?,এই ছবিতে প্রধানত কোন অঙ্গ দেখানো হয়েছে?,chest,বুক
1084,1dec2c7c9fc6797e22173562a0f3206afc49a07c_5-Figure4-1.png,modality,চিকিৎসা পদ্ধতি,What imaging modality is used in this image?,এই ছবিতে কোন ইমেজিং পদ্ধতি ব্যবহার করা হয়েছে?,CT,সিটি (কম্পিউটেড টমোগ্রাফি)
80,524cda5b44c48968eb0d1f83d931818fda154787_2-Figure1-1.png,position,অবস্থান,What is the position of the reduction of the lung?,ফুসফুসের হ্রাসের অবস্থানটি কী?,right,ডান।
611,2b9a2a9b446b234db7b34b4386b3add1b3b49cb2_6-Figure5-1.png,position,অবস্থান,Where are the multiple radiopaque foreign bodies located?,একাধিক রেডিওপেক বিদেশী বস্তু কোথায় অবস্থিত?,large and small bowel,বৃহৎ এবং ক্ষুদ্রান্ত্র
770,24fea9568c717c17dd3a3312d66ff5c2e3bde6e3_5-Figure3-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is this?,এটি কি ধরনের ইমেজিং পদ্ধতি?,X-ray,এক্স-রে
253,9ba9ecf046321648762cc5b38e6c52a10b2cf994_3-Figure2-1.png,modality,চিকিৎসা পদ্ধতি,What type of imaging modality is shown?,এটি কোন ধরনের ইমেজিং মডালিটি?,MRI,এমআরআই
453,f97dd6fc8037fb9ff72aab089a1ecfe9d79c85ee_4-Figure2-1.png,organ,অঙ্গ,What organ is shown in this image?,ছবিতে কোন অঙ্গ দেখানো হয়েছে?,brain,মস্তিস্ক।
